rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
34,"spotify:track:3ke6it1vTmHtz2ApcIVUz5","Bizarrap, Snow Tha Product","Snow Tha Product: Bzrp Music Sessions, Vol. 39","WEA Latina/DALE PLAY Records",34,-1,1,"1609204"
35,"spotify:track:5RubKOuDoPn5Kj5TLVxSxY","Bad Bunny","TE MUDASTE","Rimas Entertainment LLC",4,33,23,"1577868"
36,"spotify:track:00szcRmgqJGtqrfIUYkM1h","Piso 21, Maluma","Más De La Una","WM Mexico",18,36,22,"1556560"
37,"spotify:track:1uKjQoh8JZj9ryuYRhpd7E","Luis Miguel","Ahora Te Puedes Marchar","WM Mexico",21,35,228,"1505965"
38,"spotify:track:478g4LSkyMB1PMkVOVmIaE","KAROL G, Anuel AA, J Balvin","LOCATION","UMLE - Latino",17,39,12,"1428068"
39,"spotify:track:4RJz8NfIe09gpKMiRUWKhJ","Maluma, Lenny Tavárez, Justin Quiles","Parce (feat. Justin Quiles)","Sony Music Latin",6,42,37,"1418590"
40,"spotify:track:0vtYnEw1eJwW26BrBnOAYJ","Banda MS de Sergio Lizárraga","La Casita","Lizos Music",36,48,16,"1409500"
41,"spotify:track:5VzNsUnLmYcRfRfxpQsusa","Manuel Turizo, Rauw Alejandro, Myke Towers","La Nota","Sony Music Latin/La Industria",11,41,30,"1397405"
42,"spotify:track:4PEfJZpVjdclfzZ9XO8uDw","Kevin Roldan, Bryant Myers, Lyanno","Hasta Abajo","UMLE - Latino",17,37,26,"1371039"
43,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",1,45,97,"1339552"
44,"spotify:track:4HYDUMY0xSpeBr0AMY9cUz","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","Linked Music / Dynamic Records / EMPIRE",6,46,45,"1334461"
45,"spotify:track:748mdHapucXQri7IAO8yFK","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",45,114,3,"1305103"
46,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",39,52,12,"1285301"
47,"spotify:track:3VT8hOC5vuDXBsHrR53WFh","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",47,56,8,"1275423"
48,"spotify:track:2G5kj8gYNAVM4pQ0IBBaGA","Los Plebes del Rancho de Ariel Camacho, Christian Nodal","2 Veces","Universal Music Mexico",40,40,9,"1270173"
49,"spotify:track:21N4Buj4xsyLb218lYle61","Sebastian Yatra, Guaynaa","Chica Ideal","UMLE - Latino",12,49,28,"1257685"
50,"spotify:track:4jcxBTrNvyqMJdMDyyjdYV","Christian Nodal, Ángela Aguilar","Dime Cómo Quieres","Universal Music Mexico",4,38,25,"1237238"
51,"spotify:track:6F9yAYUaNbUhdlQyt5uZ3b","Luis Miguel","La Incondicional","WEA Latina",26,50,161,"1204972"
52,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",8,58,79,"1197601"
53,"spotify:track:2QwMXe5zbqymDZGYsMDVqZ","Carin Leon","Me La Avente","Tamarindo Rekordsz",27,54,100,"1189743"
54,"spotify:track:6mm3K0yWp6uzfOMuipM9Zh","Piso 21","Tan Bonita","WM Mexico",54,65,5,"1187119"
55,"spotify:track:2XlGKZNMkRKvEJsbwQ6MCl","Grupo Firme, Grupo Codiciado","Gracias - En Vivo","Music VIP Entertainment Inc",55,67,5,"1179893"
56,"spotify:track:2vBET2pmrQqafaS6zIaYta","Black Eyed Peas, Shakira","GIRL LIKE ME","Epic",17,60,21,"1152159"
57,"spotify:track:1qfoq1qvZT7VwDVeekCJ97","Christian Nodal","De Los Besos Que Te Di","Universal Music Mexico",17,44,108,"1148891"
58,"spotify:track:2LXOSAYiSrTfIf8smheLaz","MC Davo, Calibre 50","¿Quién Te Crees?","Andaluz Music, LLC",58,73,7,"1121412"
59,"spotify:track:0EhpEsp4L0oRGM0vmeaN5e","J Balvin, Dua Lipa, Bad Bunny, Tainy","UN DIA (ONE DAY) (Feat. Tainy)","Universal Music Latino/ NEON16",4,57,41,"1120350"
60,"spotify:track:0akyEssGRVHstqCSWXusJL","Ed Maverick","Fuentes de Ortiz","Universal Music Mexico",21,68,121,"1109733"
61,"spotify:track:2zY1iTaEgs8ROkkWtWLe7l","Camilo","Ropa Cara","Sony Music Latin",4,55,16,"1106620"
62,"spotify:track:7lPN2DXiMsVn7XUKtOW1CS","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",8,66,17,"1101920"
63,"spotify:track:7hbk4BaF66O09R1gq0bKwj","Christian Nodal","No Te Contaron Mal","Universal Music Mexico",9,47,139,"1095988"
64,"spotify:track:4nTduFjaTmGysc9WKNuCcs","Camilo","Vida de Rico","Sony Music Latin",5,59,33,"1089386"
65,"spotify:track:35UUpTmrcFXNIVIN26ujXl","Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko","Relación - Remix","Rich Music",2,62,35,"1085665"
66,"spotify:track:3Zf4GutWZ7Hv3wsVQsSQPs","Camilo, El Alfa","BEBÉ","Sony Music Latin",17,64,23,"1085361"
67,"spotify:track:7paFC3FEu1WtPVP4Do6VZN","Christian Nodal","Se Me Olvidó","Universal Music Mexico",3,43,61,"1081001"
68,"spotify:track:6CFaze42M5wiTqMidNtJLE","Alejandro Fernández, Christian Nodal","Duele","UMLE - Latino",34,51,12,"1059200"
69,"spotify:track:6dyUkkcyYuDiHOwIRXYOJm","Wisin, Yandel, Farruko, Jon Z, Don Chezina, Chencho Corleone, Myke Towers","3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix","Sony Music Latin",47,71,13,"1048358"
70,"spotify:track:7BwxbmYFy0l3ROHDjV2c14","Luis Miguel","Culpable O No - Miénteme Como Siempre","WEA Latina",4,63,154,"1038298"
71,"spotify:track:5qNh5WtzMbfpSj2jLlBkoD","Billie Eilish","Your Power","Darkroom/Interscope Records",71,-1,1,"1032334"
72,"spotify:track:4R8BJggjosTswLxtkw8V7P","Jhay Cortez, J Balvin, Bad Bunny","No Me Conoce - Remix","N&E Entertainment LLC",3,72,103,"1024387"
73,"spotify:track:1Crj1zkRMpsEjb9NOR6Zof","Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38","DALE PLAY Records",73,106,7,"1021013"
74,"spotify:track:11EnQRgRMJwMAesfkB5pnu","Lele Pons, Guaynaa","Se Te Nota (with Guaynaa)","Shots Studios & Music/10:22pm/Interscope Records",2,70,35,"1011702"
75,"spotify:track:41BzKiCrKpUQHS3TP0jmdr","Maluma","Agua de Jamaica","Sony Music Latin",51,76,14,"1001572"
76,"spotify:track:4CLkDJ4xLqkV4Vt2vPOny1","El Fantasma","Palabra de Hombre","Afinarte Music",49,79,61,"999112"
77,"spotify:track:63Zaf8Rci6eOUPqDQ4fUFx","Camilo, Christian Nodal","La Mitad","Sony Music Latin",17,61,55,"997257"
78,"spotify:track:1nLs8r6K4YN0avBwUmmTnr","Carin Leon","Tú","Tamarindo Rekordsz",14,75,49,"975600"
79,"spotify:track:15OjBeqNX3bShsGYQbteRv","Farruko","La Tóxica","Sony Music Latin",4,53,36,"960653"
80,"spotify:track:5y7DaS3jAc9eZzcSOoUIwU","Ozuna, J Balvin, Chencho Corleone","Una Locura","Aura Music Corp.",18,77,35,"960580"
81,"spotify:track:4G3PTss3mU33Tau7t4KbwE","Rauw Alejandro, Camilo","Tattoo - Remix with Camilo","Sony Music Latin/Duars Entertainment",4,80,43,"951753"
82,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,81,223,"947371"
83,"spotify:track:2mM3gZ0BbPwPPMelbA8vgt","Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy","No Te Enamores - Remix","Carbon Fiber Music",46,86,18,"945553"
84,"spotify:track:2dl5K2ScW7jYhAhuem06cm","Daddy Yankee","PROBLEMA","Republic Records",57,74,10,"943311"
85,"spotify:track:2lCkncy6bIB0LTMT7kvrD1","J Balvin","Azul","UMLE - Latino",1,85,59,"941008"
86,"spotify:track:6WYB1odDfMPVMyp1QxFInT","Eslabon Armado","Con Tus Besos","Eslabon Armado",47,98,55,"935285"
87,"spotify:track:6sRaqq9SYsSTPvrWkL1sRy","Mi Banda El Mexicano","Ramito De Violetas","Craft Recordings",40,82,64,"932805"
88,"spotify:track:0tKl8ZVM6xJkhznvJAS3Nq","Junior H","Ella","Rancho Humilde",88,95,68,"932209"
89,"spotify:track:2MeEuwplwbbjZ7hxRI6viw","Grupo Firme, Marca MP","El Güero (Feat. Marca MP)","Music VIP Entertainment Inc",47,92,72,"931319"
90,"spotify:track:5HpXH64cSBNu26yhw3vK37","Carin Leon, Conjunto Primavera","El Amor De Tu Vida","Tamarindo Rekordsz",82,84,35,"927813"
91,"spotify:track:0dKg2vGC1hFqcK5LGTaKzX","KAROL G, Nicki Minaj","Tusa","UMLE - Latino",1,83,78,"927710"
92,"spotify:track:4C6BlqqMwjFzOXzqpTeoWR","Justin Quiles","Ponte Pa' Mi","WEA Latina",44,87,23,"918429"
93,"spotify:track:6fmQjRuo7XvRFCK2qex5hQ","Jerry Di","Mi Cuarto","Nacho",4,93,39,"917278"
94,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",28,90,61,"916031"
95,"spotify:track:53PoPAD389bBE4ePYuT95g","Los Dos Carnales","El Envidioso","Afinarte Music",52,97,47,"906757"
96,"spotify:track:69vlMrzHwATKzupwNcUPyK","Bad Bunny, Daddy Yankee","La Santa","Rimas Entertainment LLC",5,91,62,"905537"
97,"spotify:track:2TH65lNHgvLxCKXM3apjxI","Bad Bunny, Tainy","Callaita","Rimas Entertainment LLC",1,94,101,"899890"
98,"spotify:track:26w9NTiE9NGjW1ZvIOd1So","Bad Bunny","BOOKER T","Rimas Entertainment LLC",10,88,23,"890410"
99,"spotify:track:6VuUMo1TusnqBxLTnr3hOI","León Larregui","Brillas","EMI México",43,101,228,"885786"
100,"spotify:track:45S5WTQEGOB1VHr1Q4FuPl","Harry Styles","Golden","Columbia",56,104,28,"884000"
101,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,108,86,"882228"
102,"spotify:track:35wvL50xvKpCHEJPxLOLPI","Bad Bunny","Si Estuviésemos Juntos","Rimas Entertainment LLC",52,89,103,"880747"
103,"spotify:track:2DEZmgHKAvm41k4J3R2E9Y","Bad Bunny, Jowell & Randy, Ñengo Flow","Safaera","Rimas Entertainment LLC",1,99,62,"876018"
104,"spotify:track:1Z04XN4pH2b8JfdiaIEkl5","Los 2 de la S, Banda MS de Sergio Lizárraga","Somos Los Que Somos - En Vivo","Lizos Music",99,109,19,"875448"
105,"spotify:track:6bvfJf4KjonPMuPfGfy3S2","Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka","La Jeepeta - Remix","Flow La Movie, Inc.",1,100,51,"873344"
106,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",21,115,37,"866601"
107,"spotify:track:41wtwzCZkXwpnakmwJ239F","Bad Bunny","Si Veo a Tu Mamá","Rimas Entertainment LLC",1,105,62,"864384"
108,"spotify:track:2tFwfmceQa1Y6nRPhYbEtC","Jhay Cortez, Bad Bunny","CÓMO SE SIENTE - Remix","N&E Entertainment LLC",26,107,52,"864047"
109,"spotify:track:4NUt1fcnO9aQAELBgXq3Kr","Alejandro Fernández","Me Dediqué a Perderte","Columbia",73,103,228,"859905"
110,"spotify:track:2n7ohqg1s68ToAHh4u9mcW","Bad Bunny","Vete","Rimas Entertainment LLC",1,111,76,"851810"
111,"spotify:track:3p6eieHX6oEOzJStPtEsLu","Calibre 50","Si Te Pudiera Mentir","Calibre",76,96,41,"851360"
112,"spotify:track:6VZMIyzOupI4vA68RaUgXb","Reik, Christian Nodal","Poco","Sony Music México",44,69,23,"839384"
113,"spotify:track:5jzEwSyyymBlf1fa1o39T2","Mora, Jhay Cortez","512","Rimas Entertainment LLC",113,-1,1,"839090"
114,"spotify:track:4p7XH4NhQ25iGYrrbg93gt","Luis Miguel","Suave","WEA Latina",64,112,28,"838925"
115,"spotify:track:48XgkAh1fkcZqA2EZWCDX6","Aleman, Snoop Dogg","Mi Tío Snoop","Homegrown Entertainment",36,116,23,"806183"
116,"spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp","Giveon","Heartbreak Anniversary","Epic/Not So Fast",105,110,5,"805047"
117,"spotify:track:61KpQadow081I2AsbeLcsb","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",117,137,4,"801072"
118,"spotify:track:1beTDCe7sT7fzm8WIKXicz","KAROL G","Ay, DiOs Mío!","UMLE - Latino",3,117,43,"800424"
119,"spotify:track:5Myb8S90Wg0yLec5kmrIGJ","Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia","Amor a Primera Vista","OCESA Seitrack",13,131,99,"792745"
120,"spotify:track:3D3W7rDsuJIAtjInwh6Moc","Luis Angel ""El Flaco"", Grupo Firme","Hasta la Miel Amarga (feat. Grupo Firme)","LAR Music",92,118,20,"792567"
121,"spotify:track:2zVwQPvU5931c7zS0u7wWW","Justin Morales","Desde Morro","Rancho Humilde",121,143,15,"789963"
122,"spotify:track:1l77YWrGUp3qX3NS1rz7lq","Banda MS de Sergio Lizárraga","El Color de Tus Ojos","Lizos Music",24,127,186,"789108"
123,"spotify:track:4A9u8OrzFYbxdjiydkNdUi","Papu DJ, L-Gante","L-Gante: RKT SESSIONS #1","PAPU DJ",123,177,4,"786330"
124,"spotify:track:6UU24wuWgGwuSBAxDH866Z","Kidd Keo, Yay","Ma Vie (feat. Yay)","WEA Latina",124,190,2,"784930"
125,"spotify:track:2TzkIzgzIHhewMxyh1u4hh","Kevin Kaarl","Vámonos a Marte","Kevin Kaarl",121,130,22,"784649"
126,"spotify:track:3WQilym5Vi4ypxb70vx0eY","Junior H","Mente Positiva","Rancho Humilde / Z Records",122,132,52,"780422"
127,"spotify:track:7A07Yu1dRND3RKDzbhKrDs","Intocable","Fuerte No Soy","Capitol Latin",97,125,47,"775867"
128,"spotify:track:5aJ1M43pinROpwaPnO8KRj","Natanael Cano","Amor Tumbado","Rancho Humilde",30,122,68,"774352"
129,"spotify:track:4r9jkMEnArtWGH2rL2FZl0","Bad Bunny","A Tu Merced","Rimas Entertainment LLC",18,133,62,"768730"
130,"spotify:track:2fIPEgY8CJ4hh5UDZa2lB9","Humbe","EL POETA","Sony Music México",49,119,8,"766588"
131,"spotify:track:4FqfHVML025cwjfhAOFbfa","Luis Miguel","Por Debajo De La Mesa","WEA Latina",120,120,35,"765695"
132,"spotify:track:1mauYRwbpoGQX6itP2FAJC","Nicky Jam, Romeo Santos","Fan de Tus Fotos","Sony Music Latin",106,151,11,"765327"
133,"spotify:track:3fBJNawfhtgCmo58trRK2z","Banda MS de Sergio Lizárraga","Cerrando Ciclos","Lizos Music",100,134,23,"763358"
134,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Warner Records",18,141,58,"760221"
135,"spotify:track:7xT1n5JKpB0bMPh6FL589e","Crissin, Totoy El Frio, Natan & Shander","Poblado","Kapital Music & Entertainment",135,-1,1,"757880"
136,"spotify:track:26QApq0cuO9brJigr0C0W4","Bad Bunny","HACIENDO QUE ME AMAS","Rimas Entertainment LLC",5,128,23,"756287"
137,"spotify:track:1lKI9y1DL6QnYTZguVmACX","Luis Miguel","La Media Vuelta","WEA Latina",71,123,51,"755716"
138,"spotify:track:6SnO4yCCYtz2rffMpEAlro","Christian Nodal","Nace Un Borracho","Universal Music Mexico",17,78,34,"752122"
139,"spotify:track:5SP2ca8eU4WFK2LLdVQvmx","Perdidos De Sinaloa","Voy a Amarte","RB Music",139,145,6,"749826"
140,"spotify:track:1Wrzhfa5bNlqvsnCztz190","Hombres G","Devuélveme a mi chica","WM Spain",72,138,193,"746886"
141,"spotify:track:5RAIMjdrCEjpjaR5tBATXU","Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell","Aloha","Hear This Music",141,170,4,"745066"
142,"spotify:track:3YAnNBdk0uHyakXXzMbNJq","Camilo","Millones","Sony Music Latin",137,139,4,"744889"
143,"spotify:track:0SqqAgdovOE24BzxIClpjw","Bad Bunny","Yo Perreo Sola","Rimas Entertainment LLC",1,135,62,"744876"
144,"spotify:track:72kaj3MRKcGnv2dbukJQRA","Los Dos Carnales","Vida Ventajosa","Afinarte Music",62,142,37,"740100"
145,"spotify:track:5GkeaIeCEfB0LOqk7sIVHQ","Los Elegantes de Jerez","Tú","LE Music",134,158,27,"739698"
146,"spotify:track:27XboT5Wb8VOn7A0heo3Ei","Luis Miguel","Tengo Todo Excepto a Ti","WEA Latina",31,124,37,"737397"
147,"spotify:track:5a03ZGBn3dqr3H3W3li7FO","Grupo Diez 4tro","En El Refuego","Cut Throat Entertainment, LLC",147,181,2,"736579"
148,"spotify:track:7jL2tCE0Xn2tunqWayBkte","Danna Paola","Calla Tú","Universal Music Mexico",28,129,16,"733987"
149,"spotify:track:57Ba26w9eoXx8BBUNgRNLV","Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön","La Forma en Que Me Miras","2020 Superiority | Powered by GLAD EMPIRE, LLC",86,156,62,"731585"
150,"spotify:track:2CdTLdDjwZdVcm0bresVWx","J Balvin, Khalid","Otra Noche Sin Ti","Sueños Globales, LLC",67,121,4,"725335"
151,"spotify:track:78SeXVRJ7KCqVmOwTiFjnI","Bizarrap, Nathy Peluso","Nathy Peluso: Bzrp Music Sessions, Vol. 36","DALE PLAY Records",22,172,22,"723187"
152,"spotify:track:4prmUBle7TtAeeUgCnsc3Z","Christian Nodal","Probablemente","Universal Music Mexico",12,113,198,"721068"
153,"spotify:track:63bmZnBN1CiJ9sA4qTEe8y","Christian Nodal","Adiós Amor","Universal Music Mexico",9,126,228,"715499"
154,"spotify:track:3mV5TTtHnXUeOzRkyFKsVl","Banda MS de Sergio Lizárraga","Por Mi No Te Detengas","Lizos Music",96,144,88,"715119"
155,"spotify:track:6Pur3hWy6Nzc27ilmsp5HA","Los Enanitos Verdes","Lamento Boliviano","EMI Latin",84,152,141,"711457"
156,"spotify:track:3D5uEBD0cAEGZGUo5j9045","La Factoria","Todavia","UMG Recordings, Inc.",108,159,66,"710577"
157,"spotify:track:1v1oIWf2Xgh54kIWuKsDf6","AURORA","Runaway","Glassnote Entertainment Group LLC",147,147,3,"709845"
158,"spotify:track:5ddFjrPG8NgQQ6xlOQIVd2","C. Tangana, Niño de Elche, La Húngara","Tú Me Dejaste De Querer","Sony Music Entertainment",94,155,25,"706493"
159,"spotify:track:39LLxExYz6ewLAcYrzQQyP","Dua Lipa","Levitating","Warner Records",118,187,4,"701073"
160,"spotify:track:1Utd9DbmWNHWjEuzItBmRX","La Adictiva Banda San José de Mesillas","En Peligro de Extinción","Anval Music",20,168,129,"694198"
161,"spotify:track:2UypFzxfaYgMUnQX2k4qtj","Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul","Prometiste","Pepe Aguilar",58,153,190,"693844"
162,"spotify:track:4ggabbjjuHrG06SsYnqvEs","Chayín Rubio","Ya Me Enteré","UMLE - Fonovisa",61,148,90,"693599"
163,"spotify:track:4msyEItsAavVb5pZYCuz4n","Camilo, Los Dos Carnales","Tuyo y Mío","Sony Music Latin",151,171,7,"691593"
164,"spotify:track:0VWLId2RwPCno9s1cJm2Vy","Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie","Travesuras - Remix","Flow La Movie, Inc",73,185,6,"689770"
165,"spotify:track:1bRpSCFv6P2OUhciByeRYR","Alex Rose, Rafa Pabön","Jangueo","Los Oidos Fresh/ Los Proximos",7,169,67,"689681"
166,"spotify:track:38RIEav39FGi86jppxO0du","Bad Bunny, Sech","Ignorantes","Rimas Entertainment LLC",2,161,64,"688735"
167,"spotify:track:0yig7Mn3nsz17bRgyeameH","Ángela Aguilar","En Realidad","Machin Records",132,146,4,"688674"
168,"spotify:track:5stPVcRqb4qixbafP9e8lt","Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","Hola - Remix","Rich Music",10,166,76,"688258"
169,"spotify:track:2JJSGhPpATm8lXeYjD95fw","Bobby Pulido","Desvelado","Capitol Latin",131,164,20,"687076"
170,"spotify:track:0kRU83ecI57Iw1kPTeUwK5","Manuel Turizo, Maluma","Amor en Coma","Sony Music Latin/La Industria",145,186,4,"680359"
171,"spotify:track:5KFHrrBMyGj5MhVbZMM3ts","J Balvin","Tu Veneno","Sueños Globales, LLC",49,167,7,"680262"
172,"spotify:track:7MmrcXVA7A5zZ2CbDuGHNa","Rels B","A Mí","ILoveRibs! / MÉCÈN Ent.",68,183,115,"679364"
173,"spotify:track:7wnO6pBzcWWT8zT4vFx7hM","Marca MP","Te Apuesto - En vivo","Marca MP",170,189,7,"674761"
174,"spotify:track:3jjujdWJ72nww5eGnfs2E7","Harry Styles","Adore You","Columbia",56,184,73,"668642"
175,"spotify:track:5jW3rF4URMdK7tO2xjS5EI","Paulo Londra","Tal Vez","WEA Latina",2,175,109,"666082"
176,"spotify:track:5J7teKIJGtqVypgYI6sqXj","Bad Bunny, Mora","Una Vez","Rimas Entertainment LLC",30,180,46,"664480"
177,"spotify:track:4K8cyoCDovlc4FvtUr2Hfx","Cali Y El Dandee, Danna Paola","Nada","Cali y El Dandee PS",20,162,38,"663600"
178,"spotify:track:7sQKy5vlPQllr0k9IjYJv3","Arcangel, Sech, Dímelo Flow","Sigues Con El","Rimas Entertainment LLC.",3,179,73,"662584"
179,"spotify:track:6NfrH0ANGmgBXyxgV2PeXt","Bad Bunny","La Difícil","Rimas Entertainment LLC",3,178,62,"662454"
180,"spotify:track:059bcIhyc2SBwm6sw2AZzd","Piso 21, Micro TDH","Te Vi","WM Mexico",3,182,125,"660687"
181,"spotify:track:7LH2UUuyMHt7035PLZQ8wx","Junior H, Natanael Cano","Disfruto Lo Malo","Rancho Humilde",101,192,30,"652969"
182,"spotify:track:70w1mwTod6NgCNV6e7ZlIQ","Grupo Firme, Luis Alfonso Partida El Yaki","Cada Vez Te Extraño Más","Music VIP Entertainment Inc",70,176,76,"651156"
183,"spotify:track:0jT8Nl0shPS8115is0wD2Q","Camilo","Favorito","Sony Music Latin",2,174,58,"648929"
184,"spotify:track:21bfgzz92T3L96IsFn8Kvy","Grupo Firme","El Roto - En Vivo","Music VIP Entertainment",50,173,82,"648406"
